genome,domain,phylum,class,order,family,genus,species,completeness,contamination,mag_size
EHA02409_bin.35,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__RF16,s__RF16 sp022783865,98.35,0,2283974
EHA02432_bin.50,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Avoscillospira,s__,54.02,4.86,1518340
EHA02467_bin.4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__HGM05190,s__HGM05190 sp900759815,99.79,0.21,2855320
EHA02500_bin.104,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,96.5,3.46,2136304
EHA02526_bin.85,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_I,s__,54.49,0.3,2076786
EHA02500_bin.219,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__,s__,78.57,4.71,1359993
EHA02443_bin.43,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__Roseburia sp017626625,99.63,1.14,3913069
EHA02513_bin.184,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__,99.02,0.51,3823435
EHA02434_bin.9,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__QXXE01,s__,89.33,3.4,2223918
EHA02565_bin.289,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__JALFVM01,s__,81.67,1.38,2549114
EHA02565_bin.363,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__,92.64,1.38,3474417
EHA02594_bin.9,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Wujia,s__,95.42,1.4,2779021
EHA02526_bin.126,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_C,s__Helicobacter_C marmotae,99.98,0.08,1969016
EHA02465_bin.22,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,94.72,2.99,3439235
EHA02446_bin.18,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,82.75,0.75,2918491
EHA02526_bin.7,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,98.72,3.55,3942186
EHA02435_bin.3,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA2942,s__,95.5,1.09,3321101
EHA02465_bin.21,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__,66,1.67,2048433
EHA02430_bin.15,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Onthomonas,s__,82.7,3.55,2041388
EHA02441_bin.26,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,99.98,0.06,3519391
EHA02429_bin.36,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,96.17,1.75,3746202
EHA02565_bin.276,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eisenbergiella,s__,97.38,2.8,3851668
EHA02565_bin.46,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Emergencia,s__,98.75,2.21,2966168
EHA02565_bin.373,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__RUG14156,g__RUG14156,s__,94.53,2.54,1863023
EHA02565_bin.256,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Oxalobacter,s__Oxalobacter sp900760095,100,0.42,2357743
EHA02432_bin.29,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RGIG3040,s__,99.94,0.11,2624362
EHA02526_bin.279,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Rouxiella,s__,93.46,1.45,4850097
EHA02599_bin.12,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__,98.42,0.3,2298799
EHA02513_bin.153,d__Bacteria,p__Bacillota_A,c__Clostridia,o__UMGS1883,f__UMGS1883,g__JAFLUQ01,s__,98.2,0.33,2477742
EHA02565_bin.55,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,97.25,0.36,1845282
EHA02526_bin.157,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus_A,s__,80.54,1.98,1964641
EHA02513_bin.122,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__RGIG4074,s__,96.88,1.03,2201748
EHA02432_bin.25,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,92.19,0.26,2156639
EHA02549_bin.6,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__MGBC163490,s__,91.38,3.02,2780548
EHA02449_bin.2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__,71.33,1.72,2126564
EHA02500_bin.221,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Marseille-P3106,s__,91.18,2.06,2118986
EHA02441_bin.13,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__CAG-873 sp900759825,87.59,0.26,2664160
EHA02549_bin.8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides clarus,98.62,1.31,3865462
EHA02439_bin.9,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,63.3,1.15,1429352
EHA02411_bin.85,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,89.56,0.02,2199679
EHA02565_bin.134,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA2821,s__,99.41,1.85,2580769
EHA02606_bin.1,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,99.99,0.53,4417549
EHA02488_bin.323,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__MGBC100174,s__,87.75,0.04,3107560
EHA02583_bin.172,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__CAG-274,g__JAJQCI01,s__,97.78,1.01,2213253
EHA02544_bin.170,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__,s__,97.01,2.92,2143675
EHA02526_bin.214,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,82.23,3.25,2889871
EHA02583_bin.30,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAAEEV01,s__,93.87,2.52,2953259
EHA02565_bin.437,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-877,s__,92.35,1.01,1260872
EHA02465_bin.15,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculum,s__Muribaculum sp001701195,99.7,2.62,2762253
EHA02500_bin.93,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__JAAWCD01,s__,62.73,1.18,1659684
EHA02526_bin.169,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__HGM13010,s__,96.44,0.28,2334501
EHA02565_bin.431,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Limivicinus,s__,78.45,0.32,1916597
EHA02583_bin.70,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__,51.13,1.78,1769286
EHA02544_bin.2,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-590,s__,93.56,1.27,3272948
EHA02465_bin.7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,99.89,0.36,2550435
EHA02549_bin.145,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA2942,s__,59.72,1.44,1680578
EHA02565_bin.325,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__CAG-196,s__,81.85,2.43,1562876
EHA02549_bin.17,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Ventricola,s__,96.59,0.96,3350143
EHA02488_bin.67,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Schaedlerella,s__,92.01,0.46,3009794
EHA02409_bin.2,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__,99.38,1.58,2843352
EHA02465_bin.13,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__,99.85,2.75,3227046
EHA02460_bin.8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,99.88,0.25,3114706
EHA02526_bin.18,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Caccovicinus,s__,97.93,0.65,3869233
EHA02559_bin.65,d__Bacteria,p__Actinomycetota,c__Actinomycetia,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium apri,79.24,0.93,1687280
EHA02565_bin.474,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__RUG11198,s__,55.27,8.2,1066620
EHA02583_bin.33,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA2942,s__,99.91,0.46,2997036
EHA02565_bin.391,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__Lentihominibacter,s__,95.95,3.13,1928959
EHA02488_bin.372,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__,90.65,0.1,2999827
EHA02565_bin.334,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecivivens,s__,80.99,1.98,2544271
EHA02488_bin.41,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Gallimonas,s__,97.38,0.2,2030646
EHA02599_bin.49,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Enterocloster,s__Enterocloster sp900753815,92.56,2.67,3665450
EHA02526_bin.114,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__Roseburia sp017626625,99.99,2.57,4031815
EHA02522_bin.19,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,99.99,1.5,3726897
EHA02465_bin.26,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Muribaculum,s__,84.09,0.23,2266174
EHA02513_bin.198,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__,99.23,1.15,2646330
EHA02412_bin.17,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__,s__,53.14,8.11,2887450
EHA02583_bin.101,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__,99.74,0.21,3347947
EHA02488_bin.71,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__,71.53,0.24,2420853
EHA02565_bin.127,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__,100,0.31,3090536
EHA02441_bin.22,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Duncaniella,s__Duncaniella sp900549445,99.93,0.1,3003427
EHA02565_bin.158,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__CAG-196,s__,79.87,1.77,1801687
EHA02513_bin.186,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,95.82,2.13,1934233
EHA02488_bin.172,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__UMGS1766,s__,81.89,2.9,2417470
EHA02488_bin.420,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,74.75,0.6,1588651
EHA02431_bin.28,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-492,s__,96.95,2.36,1825771
EHA02513_bin.46,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__SIG293,s__,77.94,1.69,2363849
EHA02488_bin.127,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_I,s__,93.27,1.22,3116192
EHA02549_bin.147,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__,75.6,1.21,3226737
EHA02526_bin.44,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAJMNU01,s__,98.69,1.54,3806558
EHA02565_bin.493,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__HGM10766,s__,51.93,2.14,571987
EHA02412_bin.1,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3282,s__,98.67,0.5,3518734
EHA02488_bin.68,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UBA2813,s__,99.85,0.2,2207269
EHA02488_bin.11,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__Neoanaerotignum_A,s__,70.26,1.58,1577199
EHA02513_bin.79,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__,s__,50.58,3,2138119
EHA02583_bin.160,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__RGIG1896,s__,92.13,0.1,2253833
EHA02500_bin.115,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__CAAEEV01,s__,87.38,1.71,2209361
EHA02559_bin.39,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__,99.78,0.08,2939489
EHA02606_bin.19,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Pasteurellaceae,g__LVZB01,s__,85.15,1.42,1781749
EHA02418_bin.79,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,71.79,0.13,1649366
EHA02410_bin.25,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faeciplasma,s__Faeciplasma sp900760125,100,0.07,2516036
EHA02460_bin.25,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__,s__,95.22,3.27,3108522
EHA02474_bin.8,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Duodenibacillus,s__,94.85,1.11,2180397
EHA02407_bin.13,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-95,s__,50.35,8.26,1756895
EHA02446_bin.7,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,97.9,1.75,3601554
EHA02488_bin.403,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__,s__,67.69,6.36,2312561
EHA02549_bin.76,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,68.69,1.67,2262829
EHA02442_bin.20,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,95.67,2.29,3286107
EHA02513_bin.119,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Faecalibacillus,s__,57.7,4.22,1711947
EHA02526_bin.46,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,93.51,3.29,3181628
EHA02500_bin.190,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus_A,s__,100,0.47,2970203
EHA02488_bin.346,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnoclostridium_B,s__,86.67,0.92,2280512
EHA02409_bin.4,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Paramuribaculum,s__,98.11,1.07,2136520
EHA02488_bin.436,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides uniformis,52.5,1.27,2413088
EHA02599_bin.19,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Phocaeicola,s__Phocaeicola vulgatus,97.98,0.55,4376570
EHA02565_bin.257,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Avoscillospira,s__,67.21,0.13,2034617
EHA02411_bin.60,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,92.44,0.57,2609165
EHA02418_bin.56,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAG-267,s__,100,1.03,1755280
EHA02488_bin.183,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__CAG-826,s__,98.22,0.04,1403969
EHA02526_bin.269,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp022771625,99.99,0.09,4011258
EHA02488_bin.432,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__SFTH01,s__,54.54,5.83,2183296
EHA02456_bin.10,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__Roseburia sp017626625,97.99,2.53,3917307
EHA02488_bin.422,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__JAAWPK01,s__,75.31,4.81,1116806
EHA02583_bin.42,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__UMGS1601,s__,98.57,1.72,1526839
EHA02465_bin.36,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__CAG-873 sp910578035,99.95,1.11,3027152
EHA02565_bin.267,d__Bacteria,p__Elusimicrobiota,c__Elusimicrobia,o__Elusimicrobiales,f__Elusimicrobiaceae,g__UBA1436,s__,91.34,0.51,1687549
EHA02427_bin.6,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Coprovivens,s__,93.21,2.02,1707825
EHA02544_bin.134,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__CAG-74,g__Ventricola,s__,65.28,9.78,2293883
EHA02465_bin.49,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__,79.29,2.8,1442877
EHA02500_bin.94,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,93.8,0.45,2834047
EHA02583_bin.189,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Lawsonibacter,s__,73.86,4.7,1864174
EHA02458_bin.13,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Massiliimalia,s__Massiliimalia sp900752435,97.53,0.82,2397687
EHA02594_bin.39,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__JAEDES01,s__,83.18,1.35,1026882
EHA02433_bin.9,d__Bacteria,p__Bacillota_B,c__Dehalobacteriia,o__UBA4068,f__UBA5755,g__Avidehalobacter,s__,98.76,0.58,1697673
EHA02559_bin.7,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__,66.81,2.99,1657095
EHA02565_bin.354,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Borkfalkia,s__,89.98,4.14,1942001
EHA02513_bin.127,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA11957,s__,81.28,5.45,3002961
EHA02431_bin.26,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,83.06,4.95,1889150
EHA02565_bin.205,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__SIG293,s__,79.11,0.15,2104478
EHA02419_bin.3,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__,77.39,2.12,1894783
EHA02565_bin.304,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__,s__,99.99,0.25,2238002
EHA02559_bin.44,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__Clostridium baratii,99.93,0.39,3069527
EHA02441_bin.6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__Paramuribaculum,s__Paramuribaculum sp900759835,99.75,0.53,2896223
EHA02500_bin.95,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Coprobacillaceae,g__Faecalibacillus,s__,97.99,3.09,2724699
EHA02465_bin.28,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA3263,s__UBA3263 sp002490725,99.83,0.19,2261913
EHA02436_bin.12,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__Coproplasma,s__,97.24,0.08,1832160
EHA02481_bin.19,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__UBA7173 sp001689685,83.38,1.05,2253694
EHA02488_bin.354,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__,56.52,0.7,769751
EHA02559_bin.24,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae,g__,s__,98.22,0.01,1108062
EHA02500_bin.177,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__CAG-239,g__CAZU01,s__CAZU01 sp000432275,92.42,1.56,1591873
EHA02544_bin.138,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__,90.09,1.19,3107846
EHA02409_bin.9,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__RUG762,s__,94.92,0.17,3031695
EHA02488_bin.47,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__,87.45,0.05,3003868
EHA02488_bin.132,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Oliverpabstia,s__,96.07,2.24,2899481
EHA02565_bin.402,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,99.91,0.07,4321155
EHA02473_bin.11,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900545525,74.64,0.96,2009642
EHA02526_bin.166,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,s__Paraprevotella xylaniphila,99.58,0.18,3673424
EHA02549_bin.65,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-590,s__,95.3,2.95,3184568
EHA02565_bin.400,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__RGIG8482,s__,90.24,3.9,1225491
EHA02441_bin.16,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-873,s__,95.86,0.12,2675898
EHA02500_bin.37,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__14-2,s__,95.06,4.67,3412510
EHA02443_bin.34,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900545525,99.23,0.29,3178091
EHA02565_bin.527,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides eggerthii,88.83,1.18,3029371
EHA02594_bin.90,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus,s__,92.3,1.74,2714115
EHA02465_bin.31,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__UBA7173,s__,89.5,0.12,2617161
